対局日,棋戦,備考,先手の勝敗,先手,後手,後手の勝敗,千日手,放送日
2025-12-24,女流名人戦,予選,○,島井咲緒里,長沢千和子,●,,
2025-12-24,女流名人戦,予選,●,室谷由紀,鈴木環那,○,,
2025-12-24,女流名人戦,予選,○,小高佐季子,和田あき,●,,
2025-12-24,女流名人戦,予選,○,木村朱里,長谷川優貴,●,,
2025-12-24,女流名人戦,予選,○,松下舞琳,中澤沙耶,●,,
2025-12-25,清麗戦,予選,●,宮澤紗希,加藤桃子,○,,
2025-12-25,女流名人戦,予選,○,竹内優月,山田久美,●,,
2025-12-25,女流名人戦,予選,●,脇田菜々子,山口恵梨子,○,,
2025-12-25,女流名人戦,予選,●,相川春香,本田小百合,○,,
2025-12-25,女流名人戦,予選,○,中七海,森本理子,●,,
2025-12-26,清麗戦,予選,●,竹部さゆり,長沢千和子,○,,
2025-12-26,女流名人戦,予選,○,岩崎夏子,貞升南,●,,
2025-12-26,女流名人戦,予選,○,塚田恵梨花,和田はな,●,,
2025-12-26,女流名人戦,予選,●,上川香織,渡部愛,○,,
2025-12-26,女流名人戦,予選,○,山口稀良莉,北村桂香,●,,
2026-01-06,清麗戦,予選,○,岩佐美帆子,内山あや,●,,
2026-01-06,清麗戦,予選,○,長沢千和子,森本理子,●,,
2026-01-06,女流名人戦,予選,●,矢内理絵子,堀彩乃,○,,
2026-01-07,女流順位戦,A級,○,福間香奈,鈴木環那,●,,
2026-01-07,女流順位戦,A級,○,渡部愛,加藤圭,●,,
2026-01-07,女流順位戦,A級,○,伊藤沙恵,野原未蘭,●,,
2026-01-07,女流順位戦,A級,●,加藤桃子,山根ことみ,○,,
2026-01-07,女流順位戦,A級,●,石本さくら,上田初美,○,,
2026-01-07,女流順位戦,B級,○,香川愛生,和田あき,●,,
2026-01-07,女流順位戦,B級,○,小高佐季子,塚田恵梨花,●,,
2026-01-07,女流順位戦,B級,●,伊奈川愛菓,千葉涼子,○,,
2026-01-07,女流順位戦,B級,●,加藤結李愛,清水市代,○,,
2026-01-07,女流順位戦,B級,○,中村真梨花,中井広恵,●,,
2026-01-08,清麗戦,予選,●,宮宗紫野,岩崎夏子,○,,
2026-01-08,清麗戦,予選,○,磯谷祐維,今井絢,●,,
2026-01-08,女流名人戦,予選,○,大島綾華,山口仁子梨,●,,
2026-01-09,女流名人戦,予選,○,武富礼衣,岩根忍,●,,
2026-01-09,女流名人戦,予選,●,室田伊緒,中七海,○,,
2026-01-13,女流名人戦,予選,●,野原未蘭,香川愛生,○,,
2026-01-13,女流名人戦,予選,○,堀彩乃,竹内優月,●,,
2026-01-14,清麗戦,予選,●,岩根忍,鈴木環那,○,,
2026-01-14,清麗戦,予選,●,大島綾華,中井広恵,○,,
2026-01-14,清麗戦,予選,○,木村朱里,室田伊緒,●,,
2026-01-15,清麗戦,予選,●,伊奈川愛菓,伊藤沙恵,○,,
2026-01-15,女流名人戦,予選,○,渡部愛,加藤結李愛,●,,
2026-01-16,女流名人戦,予選,●,島井咲緒里,上田初美,○,,
2026-01-16,女流名人戦,予選,○,本田小百合,竹部さゆり,●,,
2026-01-16,女流名人戦,予選,○,磯谷祐維,山根ことみ,●,,
2026-01-16,女流名人戦,予選,●,塚田恵梨花,岩崎夏子,○,,
2026-01-16,女流名人戦,予選,●,山口恵梨子,中村真梨花,○,,
2026-01-16,女流名人戦,予選,●,八木日和,加藤桃子,○,,
2026-01-16,女流名人戦,予選,○,川又咲紀,今井絢,●,,
2026-01-18,女流名人戦,第1局,●,福間香奈,西山朋佳,○,,
2026-01-26,清麗戦,予選,●,加藤圭,佐々木海法,○,,
2026-01-26,女流王位戦,挑決リーグ,○,西山朋佳,岩崎夏子,●,,
2026-01-26,女流王位戦,挑決リーグ,○,大島綾華,伊藤沙恵,●,,
2026-01-26,女流王位戦,挑決リーグ,○,磯谷祐維,山根ことみ,●,,
2026-01-26,女流王位戦,挑決リーグ,○,山口恵梨子,渡部愛,●,,
2026-01-26,女流王位戦,挑決リーグ,○,加藤桃子,上田初美,●,,
2026-01-26,女流王位戦,挑決リーグ,●,中七海,木村朱里,○,,
2026-01-27,清麗戦,予選,○,千葉涼子,堀彩乃,●,,
2026-01-27,清麗戦,予選,○,鈴木環那,香川愛生,●,,
2026-01-27,女流名人戦,予選,○,田中沙紀,伊奈川愛菓,●,,
2026-01-28,女流名人戦,予選,●,久保翔子,藤井奈々,○,,
2026-01-30,女流名人戦,第2局,○,西山朋佳,福間香奈,●,,
2026-01-30,女流順位戦,C級,○,松下舞琳,川又咲紀,●,,
2026-01-30,清麗戦,予選,○,山根ことみ,本田小百合,●,,
2026-01-30,清麗戦,予選,○,塚田恵梨花,宮澤紗希,●,,
2026-01-30,マイナビ,本戦,○,加藤桃子,加藤結李愛,●,,
2026-01-30,女流名人戦,予選,●,小高佐季子,鈴木環那,○,,
2026-01-30,女流名人戦,予選,○,上田初美,梅津美琴,●,,
2026-02-02,清麗戦,予選,○,渡部愛,和田あき,●,,
2026-02-03,清麗戦,予選,●,岩佐美帆子,磯谷祐維,○,,
2026-02-03,清麗戦,予選,●,榊菜吟,西山朋佳,○,,
2026-02-03,清麗戦,予選,●,脇田菜々子,加藤桃子,○,,
2026-02-04,清麗戦,予選,●,藤田綾,加藤結李愛,○,,
2026-02-04,清麗戦,予選,●,崎原知宙,八木日和,○,,
2026-02-04,女流名人戦,予選,○,香川愛生,岩崎夏子,●,,
2026-02-04,女流名人戦,予選,●,武富礼衣,中七海,○,,
2026-02-05,女流名人戦,予選,●,鈴木環那,中村真梨花,○,,
2026-02-06,清麗戦,予選,○,上田初美,鎌田美礼,●,,
2026-02-06,マイナビ,本戦,●,伊藤沙恵,西山朋佳,○,,
2026-02-06,女流名人戦,予選,○,大島綾華,山口稀良莉,●,,
2026-02-06,女流名人戦,予選,○,木村朱里,川又咲紀,●,,
2026-02-06,女流名人戦,予選,●,加藤桃子,松下舞琳,○,,
2026-02-08,女流名人戦,第3局,●,福間香奈,西山朋佳,○,,
2026-02-09,清麗戦,予選,○,内山あや,今井絢,●,,
2026-02-12,女流王位戦,挑決リーグ,○,西山朋佳,渡部愛,●,,
2026-02-12,女流王位戦,挑決リーグ,○,木村朱里,伊藤沙恵,●,,
2026-02-12,女流王位戦,挑決リーグ,○,山根ことみ,山口恵梨子,●,,
2026-02-12,女流王位戦,挑決リーグ,●,上田初美,大島綾華,○,,
2026-02-12,女流王位戦,挑決リーグ,○,岩崎夏子,磯谷祐維,●,,
2026-02-12,女流王位戦,挑決リーグ,●,加藤桃子,中七海,○,,
2026-02-16,清麗戦,予選,●,礒谷真帆,松下舞琳,○,,
2026-02-16,清麗戦,予選,●,中井広恵,中七海,○,,
2026-02-17,清麗戦,予選,○,室谷由紀,渡部愛,●,,
2026-02-17,清麗戦,予選,●,長沢千和子,佐々木海法,○,,
2026-02-18,清麗戦,予選,●,伊藤沙恵,西山朋佳,○,,
2026-02-18,清麗戦,予選,●,榊菜吟,伊奈川愛菓,○,,
2026-02-18,女流名人戦,予選,○,木村朱里,本田小百合,●,,
2026-02-18,女流名人戦,予選,○,上田初美,藤井奈々,●,,
2026-02-19,清麗戦,予選,○,加藤結李愛,北村桂香,●,,
2026-02-19,女流名人戦,予選,●,松下舞琳,磯谷祐維,○,,
2026-02-20,清麗戦,予選,○,千葉涼子,岩崎夏子,●,,
2026-02-20,清麗戦,予選,●,八木日和,鈴木環那,○,,
2026-02-24,清麗戦,予選,○,木村朱里,小高佐季子,●,,
2026-02-25,女流名人戦,予選,●,中七海,香川愛生,○,,
2026-02-26,女流順位戦,C級,●,川又咲紀,磯谷祐維,○,,
2026-02-26,女流名人戦,予選,●,堀彩乃,渡部愛,○,,
2026-02-26,女流名人戦,予選,●,田中沙紀,大島綾華,○,,
2026-02-27,マイナビ,挑決,○,西山朋佳,加藤桃子,●,,
2026-03-02,女流王位戦,挑決リーグ,○,磯谷祐維,西山朋佳,●,,
2026-03-02,女流王位戦,挑決リーグ,○,伊藤沙恵,加藤桃子,●,,
2026-03-02,女流王位戦,挑決リーグ,●,山口恵梨子,岩崎夏子,○,,
2026-03-02,女流王位戦,挑決リーグ,○,渡部愛,山根ことみ,●,,
2026-03-02,女流王位戦,挑決リーグ,○,中七海,上田初美,●,,
2026-03-02,女流王位戦,挑決リーグ,○,大島綾華,木村朱里,●,,
2026-03-03,清麗戦,予選,○,伊奈川愛菓,塚田恵梨花,●,,
2026-03-06,女流順位戦,C級,○,岩根忍,佐々木海法,●,,
2026-03-06,女流順位戦,C級,○,武富礼衣,堀彩乃,●,,
2026-03-06,女流順位戦,C級,○,田中沙紀,室田伊緒,●,,
2026-03-06,女流順位戦,C級,○,内山あや,室谷由紀,●,,
2026-03-06,女流順位戦,C級,○,木村朱里,山口恵梨子,●,,
2026-03-06,女流順位戦,C級,○,藤田綾,中澤沙耶,●,,
2026-03-06,女流順位戦,C級,○,大島綾華,長谷川優貴,●,,
2026-03-06,女流順位戦,C級,○,磯谷祐維,北村桂香,●,,
2026-03-06,女流順位戦,C級,●,頼本奈菜,久保翔子,○,,
2026-03-06,清麗戦,予選,○,西山朋佳,加藤桃子,●,,
2026-03-09,女流順位戦,D級,●,長沢千和子,伊藤真央,○,,
2026-03-09,女流順位戦,D級,○,貞升南,本田小百合,●,,
2026-03-09,女流順位戦,D級,●,高浜愛子,渡辺弥生,○,,
2026-03-09,女流順位戦,D級,●,上川香織,山口稀良莉,○,,
2026-03-09,女流順位戦,D級,○,鎌田美礼,矢内理絵子,●,,
2026-03-09,女流順位戦,D級,○,礒谷真帆,山田久美,●,,
2026-03-09,女流順位戦,D級,○,宮澤紗希,相川春香,●,,
2026-03-09,女流順位戦,D級,○,森本理子,梅津美琴,●,,
2026-03-09,女流順位戦,D級,●,竹部さゆり,島井咲緒里,○,,
2026-03-09,女流順位戦,D級,●,飯野愛,砂原奏,○,,
2026-03-09,女流順位戦,D級,○,宮宗紫野,山口仁子梨,●,,
2026-03-09,女流順位戦,D級,○,和田はな,中倉宏美,●,,
2026-03-09,女流順位戦,D級,○,榊菜吟,石高澄恵,●,,
2026-03-09,女流順位戦,D級,○,脇田菜々子,村田智穂,●,,
2026-03-09,女流順位戦,D級,○,中七海,竹内優月,●,,
2026-03-09,女流順位戦,D級,○,崎原知宙,藤井奈々,●,,
2026-03-09,女流順位戦,D級,○,岩佐美帆子,今井絢,●,,
2026-03-09,女流順位戦,D級,○,岩崎夏子,八木日和,●,,
2026-03-11,女流名人戦,予選,○,中村真梨花,木村朱里,●,,
2026-03-12,女流名人戦,予選,○,上田初美,渡部愛,●,,
2026-03-13,清麗戦,予選,○,鈴木環那,千葉涼子,●,,
2026-03-13,清麗戦,予選,●,脇田菜々子,伊藤沙恵,○,,
2026-03-13,女流王位戦,挑決,●,磯谷祐維,大島綾華,○,,
2026-03-16,女流順位戦,C級,○,山口恵梨子,中澤沙耶,●,,
2026-03-17,清麗戦,予選,●,山根ことみ,室谷由紀,○,,
2026-03-17,清麗戦,予選,●,上田初美,内山あや,○,,
2026-03-18,女流名人戦,予選,●,大島綾華,磯谷祐維,○,,
2026-03-18,倉敷藤花戦,,●,藤田綾,宮宗紫野,○,,
2026-03-19,清麗戦,予選,○,岩佐美帆子,礒谷真帆,●,,
2026-03-19,清麗戦,予選,●,加藤結李愛,木村朱里,○,千日手,
2026-03-19,清麗戦,予選,●,佐々木海法,中七海,○,,
2026-03-23,女流順位戦,A級,●,山根ことみ,福間香奈,○,,
2026-03-23,女流順位戦,A級,○,上田初美,伊藤沙恵,●,,
2026-03-23,女流順位戦,A級,○,野原未蘭,渡部愛,●,,
2026-03-23,女流順位戦,A級,●,鈴木環那,加藤桃子,○,,
2026-03-23,女流順位戦,A級,●,加藤圭,石本さくら,○,,
2026-03-23,女流順位戦,B級,○,千葉涼子,和田あき,●,,
2026-03-23,女流順位戦,B級,●,中井広恵,香川愛生,○,,
2026-03-23,女流順位戦,B級,○,中村真梨花,加藤結李愛,●,,
2026-03-23,女流順位戦,B級,○,伊奈川愛菓,小高佐季子,●,,
2026-03-24,女流順位戦,B級,○,清水市代,塚田恵梨花,●,,
2026-03-24,女流順位戦,B級,●,清水市代,塚田恵梨花,○,,
2026-03-24,倉敷藤花戦,,●,長沢千和子,竹部さゆり,○,,
2026-03-24,倉敷藤花戦,,○,和田はな,貞升南,●,,
2026-03-24,倉敷藤花戦,,○,上川香織,山口仁子梨,●,,
2026-03-25,倉敷藤花戦,,○,大城千花アマ,石高澄恵,●,,
2026-03-25,倉敷藤花戦,,●,砂原奏,伊藤真央,○,,
2026-03-26,倉敷藤花戦,,○,相川春香,飯野愛,●,,
2025-04-16,女流王将戦,本戦,●,本田小百合,渡部愛,○,,2025-06-07
2025-04-16,女流王将戦,本戦,○,加藤桃子,小高佐季子,●,,2025-06-14
2025-04-24,女流王将戦,本戦,○,香川愛生,松下舞琳,●,,2025-06-21
2025-04-24,女流王将戦,本戦,●,山根ことみ,野原未蘭,○,,2025-06-28
2025-04-25,女流王将戦,本戦,○,中七海,宮澤紗希,●,,2025-07-05
2025-04-25,女流王将戦,本戦,○,渡辺弥生,脇田菜々子,●,,2025-07-12
2025-05-01,女流王将戦,本戦,○,福間香奈,横村日和アマ,●,,2025-07-19
2025-05-01,女流王将戦,本戦,●,上田初美,伊藤沙恵,○,,2025-07-26
2025-06-19,女流王将戦,本戦,○,福間香奈,渡辺弥生,●,,2025-08-02
2025-06-19,女流王将戦,本戦,●,渡部愛,中七海,○,,2025-08-09
2025-06-20,女流王将戦,本戦,●,野原未蘭,伊藤沙恵,○,,2025-08-16
2025-06-20,女流王将戦,本戦,○,加藤桃子,香川愛生,●,,2025-08-23
2025-07-16,女流王将戦,本戦,●,加藤桃子,福間香奈,○,,2025-08-30
2025-07-16,女流王将戦,本戦,●,伊藤沙恵,中七海,○,,2025-09-06
2025-08-12,女流王将戦,挑決,●,福間香奈,中七海,○,,2025-09-13
2025-10-04,女流王将戦,第1局,●,西山朋佳,中七海,○,,
2025-10-14,女流王将戦,第2局,●,中七海,西山朋佳,○,,
2025-10-29,女流王将戦,第3局,●,中七海,西山朋佳,○,,
2026-01-07,女流王将戦,予選,○,久保翔子,崎原知宙,●,,
2026-01-09,女流王将戦,予選,●,佐々木海法,山口稀良莉,○,,
2026-01-20,女流王将戦,予選,●,長沢千和子,砂原奏,○,,
2026-01-20,女流王将戦,予選,○,梅津美琴,小高佐季子,●,,
2026-01-20,女流王将戦,予選,○,砂原奏,梅津美琴,●,,
2026-01-20,女流王将戦,予選,○,山根ことみ,久保翔子,●,,
2026-01-20,女流王将戦,予選,○,山根ことみ,砂原奏,●,,
2026-01-20,女流王将戦,予選,●,相川春香,岩根忍,○,,
2026-01-20,女流王将戦,予選,○,岩根忍,宮澤紗希,●,,
2026-01-20,女流王将戦,予選,○,藤田綾,鎌田美礼,●,,
2026-01-20,女流王将戦,予選,○,藤田綾,野原未蘭,●,,
2026-01-20,女流王将戦,予選,●,藤田綾,岩根忍,○,,
2026-01-20,女流王将戦,予選,●,室田伊緒,川又咲紀,○,,
2026-01-20,女流王将戦,予選,●,今井絢,川又咲紀,○,,
2026-01-20,女流王将戦,予選,○,中澤沙耶,藤井奈々,●,,
2026-01-20,女流王将戦,予選,●,岩佐美帆子,小畑莉子アマ,○,,
2026-01-20,女流王将戦,予選,○,中澤沙耶,小畑莉子アマ,●,,
2026-01-20,女流王将戦,予選,○,川又咲紀,中澤沙耶,●,,
2026-01-21,女流王将戦,予選,○,伊奈川愛菓,高浜愛子,●,,
2026-01-21,女流王将戦,予選,○,渡部愛,伊奈川愛菓,●,,
2026-01-21,女流王将戦,予選,○,堀彩乃,矢内理絵子,●,,
2026-01-21,女流王将戦,予選,●,山口稀良莉,堀彩乃,○,,
2026-01-21,女流王将戦,予選,○,渡部愛,堀彩乃,●,,
2026-01-21,女流王将戦,予選,○,頼本奈菜,山口恵梨子,●,,
2026-01-21,女流王将戦,予選,●,鈴木環那,頼本奈菜,○,,
2026-01-21,女流王将戦,予選,●,石高澄恵,田中沙紀,○,,
2026-01-21,女流王将戦,予選,○,磯谷祐維,田中沙紀,●,,
2026-01-21,女流王将戦,予選,●,頼本奈菜,磯谷祐維,○,,
2026-01-22,女流王将戦,予選,○,岩崎夏子,矢内里奈アマ,●,,
2026-01-22,女流王将戦,予選,●,上川香織,伊藤真央,○,,
2026-01-22,女流王将戦,予選,●,伊藤真央,岩崎夏子,○,,
2026-01-22,女流王将戦,予選,○,竹部さゆり,宮宗紫野,●,,
2026-01-22,女流王将戦,予選,●,竹部さゆり,上田初美,○,,
2026-01-22,女流王将戦,予選,○,岩崎夏子,上田初美,●,,
2026-01-22,女流王将戦,予選,●,飯野愛,武富礼衣,○,,
2026-01-22,女流王将戦,予選,○,加藤結李愛,武富礼衣,●,,
2026-01-22,女流王将戦,予選,●,中村真梨花,礒谷真帆,○,,
2026-01-22,女流王将戦,予選,○,香川愛生,礒谷真帆,●,,
2026-01-22,女流王将戦,予選,●,加藤結李愛,香川愛生,○,,
2026-01-22,女流王将戦,予選,○,室谷由紀,本田小百合,●,,
2026-01-22,女流王将戦,予選,○,和田あき,室谷由紀,●,,
2026-01-22,女流王将戦,予選,●,脇田菜々子,大城千花アマ,○,,
2026-01-22,女流王将戦,予選,●,大城千花アマ,中井広恵,○,,
2026-01-22,女流王将戦,予選,○,中井広恵,和田あき,●,,
2026-01-22,女流王将戦,予選,●,村田智穂,木村朱里,○,,
2026-01-22,女流王将戦,予選,○,大島綾華,木村朱里,●,,
2026-01-22,女流王将戦,予選,●,川西彩遥アマ,榊菜吟,○,,
2026-01-22,女流王将戦,予選,●,石本さくら,榊菜吟,○,,
2026-01-22,女流王将戦,予選,●,榊菜吟,大島綾華,○,,
2026-01-23,女流王将戦,予選,○,清水市代,貞升南,●,,
2026-01-23,女流王将戦,予選,●,中倉宏美,渡辺弥生,○,,
2026-01-23,女流王将戦,予選,●,清水市代,渡辺弥生,○,,
2026-01-23,女流王将戦,予選,○,島井咲緒里,山田久美,●,,
2026-01-23,女流王将戦,予選,●,島井咲緒里,加藤圭,○,,
2026-01-23,女流王将戦,予選,●,加藤圭,渡辺弥生,○,,
2026-01-23,女流王将戦,予選,○,長谷川優貴,八木日和,●,,
2026-01-23,女流王将戦,予選,●,長谷川優貴,北村桂香,○,,
2026-01-23,女流王将戦,予選,●,山口仁子梨,森本理子,○,,
2026-01-23,女流王将戦,予選,●,森本理子,松下舞琳,○,,
2026-01-23,女流王将戦,予選,●,松下舞琳,北村桂香,○,,
2026-02-03,女流王将戦,予選,●,千葉涼子,竹内優月,○,,
2026-02-03,女流王将戦,予選,○,塚田恵梨花,竹内優月,●,,
2026-02-03,女流王将戦,予選,●,岩田弓芽アマ,和田はな,○,,
2026-02-03,女流王将戦,予選,○,内山あや,和田はな,●,,
2026-02-03,女流王将戦,予選,●,塚田恵梨花,内山あや,○,,
